"EventID","MachineName","Data","Index","Category","CategoryNumber","EntryType","Message","Source","ReplacementStrings","InstanceId","TimeGenerated","TimeWritten","UserName","Site","Container"
"4798","DESKTOP-M50Q44R","System.Byte[]","10849","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-1786173469-1244174311-1611122494-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-M50Q44R
	Logon ID:		0x3b550

User:
	Security ID:		S-1-5-21-1786173469-1244174311-1611122494-504
	Account Name:		WDAGUtilityAccount
	Account Domain:		DESKTOP-M50Q44R

Process Information:
	Process ID:		0xf74
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/15/2023 9:34:22 PM","11/15/2023 9:34:22 PM",,,
"4798","DESKTOP-M50Q44R","System.Byte[]","10848","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-1786173469-1244174311-1611122494-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-M50Q44R
	Logon ID:		0x3b550

User:
	Security ID:		S-1-5-21-1786173469-1244174311-1611122494-501
	Account Name:		Guest
	Account Domain:		DESKTOP-M50Q44R

Process Information:
	Process ID:		0xf74
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/15/2023 9:34:22 PM","11/15/2023 9:34:22 PM",,,
"4798","DESKTOP-M50Q44R","System.Byte[]","10847","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-1786173469-1244174311-1611122494-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-M50Q44R
	Logon ID:		0x3b550

User:
	Security ID:		S-1-5-21-1786173469-1244174311-1611122494-503
	Account Name:		DefaultAccount
	Account Domain:		DESKTOP-M50Q44R

Process Information:
	Process ID:		0xf74
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/15/2023 9:34:22 PM","11/15/2023 9:34:22 PM",,,
"4798","DESKTOP-M50Q44R","System.Byte[]","10846","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-1786173469-1244174311-1611122494-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-M50Q44R
	Logon ID:		0x3b550

User:
	Security ID:		S-1-5-21-1786173469-1244174311-1611122494-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-M50Q44R

Process Information:
	Process ID:		0xf74
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/15/2023 9:34:22 PM","11/15/2023 9:34:22 PM",,,
"4798","DESKTOP-M50Q44R","System.Byte[]","10845","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-1786173469-1244174311-1611122494-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-M50Q44R
	Logon ID:		0x3b550

User:
	Security ID:		S-1-5-21-1786173469-1244174311-1611122494-500
	Account Name:		Administrator
	Account Domain:		DESKTOP-M50Q44R

Process Information:
	Process ID:		0xf74
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/15/2023 9:34:22 PM","11/15/2023 9:34:22 PM",,,
"4798","DESKTOP-M50Q44R","System.Byte[]","10844","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-1786173469-1244174311-1611122494-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-M50Q44R
	Logon ID:		0x3b550

User:
	Security ID:		S-1-5-21-1786173469-1244174311-1611122494-504
	Account Name:		WDAGUtilityAccount
	Account Domain:		DESKTOP-M50Q44R

Process Information:
	Process ID:		0xf74
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/15/2023 9:30:38 PM","11/15/2023 9:30:38 PM",,,
"4798","DESKTOP-M50Q44R","System.Byte[]","10843","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-1786173469-1244174311-1611122494-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-M50Q44R
	Logon ID:		0x3b550

User:
	Security ID:		S-1-5-21-1786173469-1244174311-1611122494-501
	Account Name:		Guest
	Account Domain:		DESKTOP-M50Q44R

Process Information:
	Process ID:		0xf74
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/15/2023 9:30:38 PM","11/15/2023 9:30:38 PM",,,
"4798","DESKTOP-M50Q44R","System.Byte[]","10842","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-1786173469-1244174311-1611122494-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-M50Q44R
	Logon ID:		0x3b550

User:
	Security ID:		S-1-5-21-1786173469-1244174311-1611122494-503
	Account Name:		DefaultAccount
	Account Domain:		DESKTOP-M50Q44R

Process Information:
	Process ID:		0xf74
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/15/2023 9:30:38 PM","11/15/2023 9:30:38 PM",,,
"4798","DESKTOP-M50Q44R","System.Byte[]","10841","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-1786173469-1244174311-1611122494-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-M50Q44R
	Logon ID:		0x3b550

User:
	Security ID:		S-1-5-21-1786173469-1244174311-1611122494-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-M50Q44R

Process Information:
	Process ID:		0xf74
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/15/2023 9:30:38 PM","11/15/2023 9:30:38 PM",,,
"4798","DESKTOP-M50Q44R","System.Byte[]","10840","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-1786173469-1244174311-1611122494-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-M50Q44R
	Logon ID:		0x3b550

User:
	Security ID:		S-1-5-21-1786173469-1244174311-1611122494-500
	Account Name:		Administrator
	Account Domain:		DESKTOP-M50Q44R

Process Information:
	Process ID:		0xf74
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/15/2023 9:30:38 PM","11/15/2023 9:30:38 PM",,,
