"EventID","MachineName","Data","Index","Category","CategoryNumber","EntryType","Message","Source","ReplacementStrings","InstanceId","TimeGenerated","TimeWritten","UserName","Site","Container"
"16","DESKTOP-M50Q44R","System.Byte[]","1553","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'36', '\SystemRoot\System32\Config\SECURITY', '75', '4'","Microsoft-Windows-Kernel-General","System.String[]","16","11/15/2023 7:41:02 PM","11/15/2023 7:41:02 PM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-M50Q44R","System.Byte[]","1552","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'31', '\SystemRoot\System32\Config\SAM', '67', '7'","Microsoft-Windows-Kernel-General","System.String[]","16","11/15/2023 7:41:02 PM","11/15/2023 7:41:02 PM","NT AUTHORITY\SYSTEM",,
"32","DESKTOP-M50Q44R","System.Byte[]","1551","(0)","0","Information","Intel(R) 82574L Gigabit Network Connection

Network link has been established at 1Gbps full duplex.
","e1iexpress","System.String[]","1610874912","11/15/2023 7:41:02 PM","11/15/2023 7:41:02 PM",,,
"55","DESKTOP-M50Q44R","System.Byte[]","1550","(47)","47","Information","Hyper-V logical processor 1 exposes the following power management capabilities:

Idle state type: 1 (1 state(s))

Performance state type: 0
Nominal Frequency (MHz): 2304
Maximum performance percentage: 100
Minimum performance percentage: 100
Minimum throttle percentage: 100","Microsoft-Windows-Kernel-Processor-Power","System.String[]","55","11/15/2023 7:41:02 PM","11/15/2023 7:41:02 PM","NT AUTHORITY\SYSTEM",,
"55","DESKTOP-M50Q44R","System.Byte[]","1549","(47)","47","Information","Hyper-V logical processor 0 exposes the following power management capabilities:

Idle state type: 1 (1 state(s))

Performance state type: 0
Nominal Frequency (MHz): 2304
Maximum performance percentage: 100
Minimum performance percentage: 100
Minimum throttle percentage: 100","Microsoft-Windows-Kernel-Processor-Power","System.String[]","55","11/15/2023 7:41:02 PM","11/15/2023 7:41:02 PM","NT AUTHORITY\SYSTEM",,
"172","DESKTOP-M50Q44R","System.Byte[]","1548","(203)","203","Information","The description for Event ID '172' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'2', '6'","Microsoft-Windows-Kernel-Power","System.String[]","172","11/15/2023 7:41:01 PM","11/15/2023 7:41:01 PM","NT AUTHORITY\SYSTEM",,
"41","DESKTOP-M50Q44R","System.Byte[]","1547","(63)","63","0","The description for Event ID '41' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'0', '0x0', '0x0', '0x0', '0x0', '0', '0', '0', '0', 'false', '0', '0', 'false', '0'","Microsoft-Windows-Kernel-Power","System.String[]","41","11/15/2023 7:41:01 PM","11/15/2023 7:41:01 PM","NT AUTHORITY\SYSTEM",,
"98","DESKTOP-M50Q44R","System.Byte[]","1546","(0)","0","Information","The description for Event ID '98' in Source 'Microsoft-Windows-Ntfs' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'\\?\Volume{2397ad7a-0000-0000-0000-100000000000}', '\Device\HarddiskVolume1', '0'","Microsoft-Windows-Ntfs","System.String[]","98","11/15/2023 7:41:01 PM","11/15/2023 7:41:01 PM","NT AUTHORITY\SYSTEM",,
"6","DESKTOP-M50Q44R","System.Byte[]","1545","(0)","0","Information","File System Filter 'npsvctrig' (10.0, 2037-02-23T01:11:04.000000000Z) has successfully loaded and registered with Filter Manager.","Microsoft-Windows-FilterManager","System.String[]","6","11/15/2023 7:41:01 PM","11/15/2023 7:41:01 PM","NT AUTHORITY\SYSTEM",,
"6","DESKTOP-M50Q44R","System.Byte[]","1544","(0)","0","Information","File System Filter 'FileCrypt' (10.0, 2034-08-13T09:30:12.000000000Z) has successfully loaded and registered with Filter Manager.","Microsoft-Windows-FilterManager","System.String[]","6","11/15/2023 7:41:01 PM","11/15/2023 7:41:01 PM","NT AUTHORITY\SYSTEM",,
"98","DESKTOP-M50Q44R","System.Byte[]","1543","(0)","0","Information","The description for Event ID '98' in Source 'Microsoft-Windows-Ntfs' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'C:', '\Device\HarddiskVolume2', '0'","Microsoft-Windows-Ntfs","System.String[]","98","11/15/2023 7:41:01 PM","11/15/2023 7:41:01 PM","NT AUTHORITY\SYSTEM",,
"6","DESKTOP-M50Q44R","System.Byte[]","1542","(0)","0","Information","File System Filter 'WdFilter' (10.0, 2086-05-12T21:12:26.000000000Z) has successfully loaded and registered with Filter Manager.","Microsoft-Windows-FilterManager","System.String[]","6","11/15/2023 7:41:01 PM","11/15/2023 7:41:01 PM","NT AUTHORITY\SYSTEM",,
"6","DESKTOP-M50Q44R","System.Byte[]","1541","(0)","0","Information","File System Filter 'Wof' (10.0, 1973-05-23T16:50:49.000000000Z) has successfully loaded and registered with Filter Manager.","Microsoft-Windows-FilterManager","System.String[]","6","11/15/2023 7:41:01 PM","11/15/2023 7:41:01 PM","NT AUTHORITY\SYSTEM",,
"6","DESKTOP-M50Q44R","System.Byte[]","1540","(0)","0","Information","File System Filter 'FileInfo' (10.0, 2041-01-31T02:18:31.000000000Z) has successfully loaded and registered with Filter Manager.","Microsoft-Windows-FilterManager","System.String[]","6","11/15/2023 7:41:01 PM","11/15/2023 7:41:01 PM","NT AUTHORITY\SYSTEM",,
"3","DESKTOP-M50Q44R","System.Byte[]","1539","(0)","0","Information","VMCI: Using capabilities (0xc).
","vmci","System.String[]","1074266115","11/15/2023 7:40:59 PM","11/15/2023 7:40:59 PM",,,
"20","DESKTOP-M50Q44R","System.Byte[]","1538","(6)","6","Information","The description for Event ID '20' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'0', 'true', '0', '0'","Microsoft-Windows-Kernel-General","System.String[]","20","11/15/2023 7:40:58 PM","11/15/2023 7:40:58 PM","NT AUTHORITY\SYSTEM",,
"32","DESKTOP-M50Q44R","System.Byte[]","1537","(58)","58","Information","The description for Event ID '32' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'0'","Microsoft-Windows-Kernel-Boot","System.String[]","32","11/15/2023 7:40:58 PM","11/15/2023 7:40:58 PM","NT AUTHORITY\SYSTEM",,
"18","DESKTOP-M50Q44R","System.Byte[]","1536","(57)","57","Information","The description for Event ID '18' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'1'","Microsoft-Windows-Kernel-Boot","System.String[]","18","11/15/2023 7:40:58 PM","11/15/2023 7:40:58 PM","NT AUTHORITY\SYSTEM",,
"27","DESKTOP-M50Q44R","System.Byte[]","1535","(33)","33","Information","The description for Event ID '27' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'0', ' NOEXECUTE=OPTIN'","Microsoft-Windows-Kernel-Boot","System.String[]","27","11/15/2023 7:40:58 PM","11/15/2023 7:40:58 PM","NT AUTHORITY\SYSTEM",,
"25","DESKTOP-M50Q44R","System.Byte[]","1534","(32)","32","Information","The description for Event ID '25' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'1'","Microsoft-Windows-Kernel-Boot","System.String[]","25","11/15/2023 7:40:58 PM","11/15/2023 7:40:58 PM","NT AUTHORITY\SYSTEM",,
"20","DESKTOP-M50Q44R","System.Byte[]","1533","(31)","31","Information","The description for Event ID '20' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'false', 'true', '19', '2'","Microsoft-Windows-Kernel-Boot","System.String[]","20","11/15/2023 7:40:58 PM","11/15/2023 7:40:58 PM","NT AUTHORITY\SYSTEM",,
"153","DESKTOP-M50Q44R","System.Byte[]","1532","(62)","62","Information","The description for Event ID '153' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'0', '0', '0'","Microsoft-Windows-Kernel-Boot","System.String[]","153","11/15/2023 7:40:58 PM","11/15/2023 7:40:58 PM","NT AUTHORITY\SYSTEM",,
"12","DESKTOP-M50Q44R","System.Byte[]","1531","(1)","1","Information","The description for Event ID '12' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'10', '0', '17763', '3046', '0', '0', '2023-11-16T00:40:57.500000000Z'","Microsoft-Windows-Kernel-General","System.String[]","12","11/15/2023 7:40:58 PM","11/15/2023 7:40:58 PM","NT AUTHORITY\SYSTEM",,
"6013","DESKTOP-M50Q44R","System.Byte[]","1530","(0)","0","Information","The system uptime is 11 seconds.","EventLog","System.String[]","2147489661","11/15/2023 7:41:08 PM","11/15/2023 7:41:08 PM",,,
"6005","DESKTOP-M50Q44R","System.Byte[]","1529","(0)","0","Information","The Event log service was started.","EventLog","System.String[]","2147489653","11/15/2023 7:41:08 PM","11/15/2023 7:41:08 PM",,,
"6009","DESKTOP-M50Q44R","System.Byte[]","1528","(0)","0","Information","Microsoft (R) Windows (R) 10.00. 17763  Multiprocessor Free.","EventLog","System.String[]","2147489657","11/15/2023 7:41:08 PM","11/15/2023 7:41:08 PM",,,
"6008","DESKTOP-M50Q44R","System.Byte[]","1527","(0)","0","Error","The previous system shutdown at 7:35:15 PM on ?11/?15/?2023 was unexpected.","EventLog","System.String[]","2147489656","11/15/2023 7:41:08 PM","11/15/2023 7:41:08 PM",,,
"1","DESKTOP-M50Q44R","System.Byte[]","1526","(5)","5","Information","Possible detection of CVE: 2023-11-16T00:29:54.105072200Z
Additional Information: 2023-11-16T00:29:54.103818300Z

This Event is generated when an attempt to exploit a known vulnerability (2023-11-16T00:29:54.105072200Z) is detected.
This Event is raised by a User mode process.
","Microsoft-Windows-Kernel-General","System.String[]","1","11/15/2023 7:29:54 PM","11/15/2023 7:29:54 PM","NT AUTHORITY\LOCAL SERVICE",,
"35","DESKTOP-M50Q44R","System.Byte[]","1525","(0)","0","Information","The time service is now synchronizing the system time with the time source time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->168.61.215.74:123) with reference id 1255620008. Current local stratum number is 4.","Microsoft-Windows-Time-Service","System.String[]","35","11/15/2023 7:29:54 PM","11/15/2023 7:29:54 PM","NT AUTHORITY\LOCAL SERVICE",,
"7045","DESKTOP-M50Q44R","System.Byte[]","1524","(0)","0","Information","A service was installed in the system.

Service Name:  MpKsla41d601f
Service File Name:  C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{5105BD55-34C1-41FC-9E03-F37B1C4D1A02}\MpKslDrv.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  ","Service Control Manager","System.String[]","1073748869","11/15/2023 7:29:44 PM","11/15/2023 7:29:44 PM","NT AUTHORITY\SYSTEM",,
"37","DESKTOP-M50Q44R","System.Byte[]","1523","(0)","0","Information","The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->168.61.215.74:123).","Microsoft-Windows-Time-Service","System.String[]","37","11/15/2023 7:29:39 PM","11/15/2023 7:29:39 PM","NT AUTHORITY\LOCAL SERVICE",,
"19","DESKTOP-M50Q44R","System.Byte[]","1522","(1)","1","Information","Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.401.678.0) - Current Channel (Broad)","Microsoft-Windows-WindowsUpdateClient","System.String[]","19","11/15/2023 7:27:00 PM","11/15/2023 7:27:00 PM","NT AUTHORITY\SYSTEM",,
"43","DESKTOP-M50Q44R","System.Byte[]","1521","(1)","1","Information","Installation Started: Windows has started installing the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.401.678.0) - Current Channel (Broad)","Microsoft-Windows-WindowsUpdateClient","System.String[]","43","11/15/2023 7:26:50 PM","11/15/2023 7:26:50 PM","NT AUTHORITY\SYSTEM",,
"44","DESKTOP-M50Q44R","System.Byte[]","1520","(1)","1","Information","Windows Update started downloading an update.","Microsoft-Windows-WindowsUpdateClient","System.String[]","44","11/15/2023 7:26:50 PM","11/15/2023 7:26:50 PM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-M50Q44R","System.Byte[]","1519","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'119', '\??\C:\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat', '4', '1'","Microsoft-Windows-Kernel-General","System.String[]","16","11/15/2023 7:26:46 PM","11/15/2023 7:26:46 PM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-M50Q44R","System.Byte[]","1518","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'118', '\??\C:\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\migration.dat', '4', '1'","Microsoft-Windows-Kernel-General","System.String[]","16","11/15/2023 7:26:46 PM","11/15/2023 7:26:46 PM","NT AUTHORITY\SYSTEM",,
"1","DESKTOP-M50Q44R","System.Byte[]","1517","(5)","5","Information","Possible detection of CVE: 2023-11-16T00:16:40.055000000Z
Additional Information: 2023-11-14T18:42:02.896419000Z

This Event is generated when an attempt to exploit a known vulnerability (2023-11-16T00:16:40.055000000Z) is detected.
This Event is raised by a User mode process.
","Microsoft-Windows-Kernel-General","System.String[]","1","11/15/2023 7:16:40 PM","11/15/2023 7:16:40 PM","NT AUTHORITY\SYSTEM",,
"6013","DESKTOP-M50Q44R","System.Byte[]","1516","(0)","0","Information","The system uptime is 10835 seconds.","EventLog","System.String[]","2147489661","11/15/2023 7:16:40 PM","11/15/2023 7:16:40 PM",,,
"1","DESKTOP-M50Q44R","System.Byte[]","1515","(5)","5","Information","Possible detection of CVE: 2023-11-14T18:30:19.589000000Z
Additional Information: 2023-11-14T18:26:36.718051900Z

This Event is generated when an attempt to exploit a known vulnerability (2023-11-14T18:30:19.589000000Z) is detected.
This Event is raised by a User mode process.
","Microsoft-Windows-Kernel-General","System.String[]","1","11/14/2023 1:30:19 PM","11/14/2023 1:30:19 PM","NT AUTHORITY\SYSTEM",,
"1","DESKTOP-M50Q44R","System.Byte[]","1514","(5)","5","Information","Possible detection of CVE: 2023-11-14T18:25:15.398000000Z
Additional Information: 2023-11-14T18:08:23.051808400Z

This Event is generated when an attempt to exploit a known vulnerability (2023-11-14T18:25:15.398000000Z) is detected.
This Event is raised by a User mode process.
","Microsoft-Windows-Kernel-General","System.String[]","1","11/14/2023 1:25:15 PM","11/14/2023 1:25:15 PM","NT AUTHORITY\SYSTEM",,
"7045","DESKTOP-M50Q44R","System.Byte[]","1513","(0)","0","Information","A service was installed in the system.

Service Name:  GoogleUpdater Service 121.0.6116.0 (GoogleUpdaterService121.0.6116.0)
Service File Name:  ""C:\Program Files (x86)\Google\GoogleUpdater\121.0.6116.0\updater.exe"" --system --windows-service --service=update --enable-logging --vmodule=*/components/winhttp/*=1,*/components/update_client/*=2,*/chrome/updater/*=2
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem","Service Control Manager","System.String[]","1073748869","11/14/2023 1:07:32 PM","11/14/2023 1:07:32 PM","NT AUTHORITY\SYSTEM",,
"7040","DESKTOP-M50Q44R","System.Byte[]","1512","(0)","0","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","Service Control Manager","System.String[]","1073748864","11/14/2023 1:04:50 PM","11/14/2023 1:04:50 PM","NT AUTHORITY\SYSTEM",,
"19","DESKTOP-M50Q44R","System.Byte[]","1511","(1)","1","Information","Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.401.607.0) - Current Channel (Broad)","Microsoft-Windows-WindowsUpdateClient","System.String[]","19","11/14/2023 1:04:08 PM","11/14/2023 1:04:08 PM","NT AUTHORITY\SYSTEM",,
"43","DESKTOP-M50Q44R","System.Byte[]","1510","(1)","1","Information","Installation Started: Windows has started installing the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.401.607.0) - Current Channel (Broad)","Microsoft-Windows-WindowsUpdateClient","System.String[]","43","11/14/2023 1:03:56 PM","11/14/2023 1:03:56 PM","NT AUTHORITY\SYSTEM",,
"44","DESKTOP-M50Q44R","System.Byte[]","1509","(1)","1","Information","Windows Update started downloading an update.","Microsoft-Windows-WindowsUpdateClient","System.String[]","44","11/14/2023 1:03:56 PM","11/14/2023 1:03:56 PM","NT AUTHORITY\SYSTEM",,
"7045","DESKTOP-M50Q44R","System.Byte[]","1508","(0)","0","Information","A service was installed in the system.

Service Name:  GoogleUpdater InternalService 121.0.6116.0 (GoogleUpdaterInternalService121.0.6116.0)
Service File Name:  ""C:\Program Files (x86)\Google\GoogleUpdater\121.0.6116.0\updater.exe"" --system --windows-service --service=update-internal --enable-logging --vmodule=*/components/winhttp/*=1,*/components/update_client/*=2,*/chrome/updater/*=2
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem","Service Control Manager","System.String[]","1073748869","11/14/2023 1:02:32 PM","11/14/2023 1:02:32 PM","NT AUTHORITY\SYSTEM",,
"7040","DESKTOP-M50Q44R","System.Byte[]","1507","(0)","0","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","Service Control Manager","System.String[]","1073748864","11/14/2023 1:02:13 PM","11/14/2023 1:02:13 PM","NT AUTHORITY\SYSTEM",,
"1","DESKTOP-M50Q44R","System.Byte[]","1506","(5)","5","Information","Possible detection of CVE: 2023-11-14T18:01:16.512000000Z
Additional Information: 2023-11-14T14:15:32.653860000Z

This Event is generated when an attempt to exploit a known vulnerability (2023-11-14T18:01:16.512000000Z) is detected.
This Event is raised by a User mode process.
","Microsoft-Windows-Kernel-General","System.String[]","1","11/14/2023 1:01:16 PM","11/14/2023 1:01:16 PM","NT AUTHORITY\SYSTEM",,
"6013","DESKTOP-M50Q44R","System.Byte[]","1505","(0)","0","Information","The system uptime is 9624 seconds.","EventLog","System.String[]","2147489661","11/14/2023 1:01:16 PM","11/14/2023 1:01:16 PM",,,
"1","DESKTOP-M50Q44R","System.Byte[]","1504","(5)","5","Information","Possible detection of CVE: 2023-11-14T14:14:04.317000000Z
Additional Information: 2023-11-14T13:59:04.423131700Z

This Event is generated when an attempt to exploit a known vulnerability (2023-11-14T14:14:04.317000000Z) is detected.
This Event is raised by a User mode process.
","Microsoft-Windows-Kernel-General","System.String[]","1","11/14/2023 9:14:04 AM","11/14/2023 9:14:04 AM","NT AUTHORITY\SYSTEM",,
"7040","DESKTOP-M50Q44R","System.Byte[]","1503","(0)","0","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","Service Control Manager","System.String[]","1073748864","11/14/2023 8:57:01 AM","11/14/2023 8:57:01 AM","NT AUTHORITY\SYSTEM",,
"1","DESKTOP-M50Q44R","System.Byte[]","1502","(5)","5","Information","Possible detection of CVE: 2023-11-14T13:54:43.955000000Z
Additional Information: 2023-11-10T13:54:51.281088600Z

This Event is generated when an attempt to exploit a known vulnerability (2023-11-14T13:54:43.955000000Z) is detected.
This Event is raised by a User mode process.
","Microsoft-Windows-Kernel-General","System.String[]","1","11/14/2023 8:54:43 AM","11/14/2023 8:54:43 AM","NT AUTHORITY\SYSTEM",,
"6013","DESKTOP-M50Q44R","System.Byte[]","1501","(0)","0","Information","The system uptime is 9275 seconds.","EventLog","System.String[]","2147489661","11/14/2023 8:54:43 AM","11/14/2023 8:54:43 AM",,,
"1014","DESKTOP-M50Q44R","System.Byte[]","1500","(1014)","1014","Warning","Name resolution for the name _ldap._tcp.dc._msdcs.WORKGROUP timed out after none of the configured DNS servers responded.","Microsoft-Windows-DNS-Client","System.String[]","1014","11/10/2023 8:54:19 AM","11/10/2023 8:54:19 AM","NT AUTHORITY\NETWORK SERVICE",,
"1","DESKTOP-M50Q44R","System.Byte[]","1499","(5)","5","Information","Possible detection of CVE: 2023-11-10T13:54:11.406000000Z
Additional Information: 2023-11-09T00:31:30.056037600Z

This Event is generated when an attempt to exploit a known vulnerability (2023-11-10T13:54:11.406000000Z) is detected.
This Event is raised by a User mode process.
","Microsoft-Windows-Kernel-General","System.String[]","1","11/10/2023 8:54:11 AM","11/10/2023 8:54:11 AM","NT AUTHORITY\SYSTEM",,
"6013","DESKTOP-M50Q44R","System.Byte[]","1498","(0)","0","Information","The system uptime is 9235 seconds.","EventLog","System.String[]","2147489661","11/10/2023 8:54:11 AM","11/10/2023 8:54:11 AM",,,
